text;created_at;user_name;comment_number;retweet_number;quote_tweet_number;like_number
#EBCC12 EBCC plays a huge role in updating advocates on best practice across various aspects of treatment for both early and metastatic breast cancer.  Mona Elzayat, Conference Co-Chair ;01/04/2022;Mathias7;89;890;0;4450
Prof. Stig Linder will be at the 41st PAMM/EORTC Winter Meeting on 13-15 February 2020 in Stockholm #PAMM2020 @EORTC   📅Register here: ;01/02/2022;Elise;0;0;0;0
📅 DEADLINE IS TODAY to submit your abstract to the 41st PAMM/EORTC Winter Meeting on 13-15 February 2020 in Stockholm #PAMM2020 @EORTC  📄Submit your abstract here: ;01/01/2022;Lucas19;0;0;0;0
:-) #MCCRWorkshop ;01/03/2022;Louise38;0;0;27;0
We agree @AlkAlken :-) #MCCRWorkshop ;01/02/2022;Noham;24;96;0;288
#MCCRWorkshop Online application is now open. Attend a week-long course designed to educate and train early-career investigators in the best practices of clinical trial design ;01/03/2022;Chloé2018;0;0;0;0
5th St.Gallen Gastrointestinal Cancer Conference (under the auspices of @EORTC)   Submit your abstract until 15 December 2019!  📄 ;01/05/2022;Jade2016;0;0;0;0
Filippo Cortesi will be presenting “Bimodal CD40/Fas-Dependent Crosstalk between iNKT Cells and Tumor-Associated Macrophages Impairs Prostate Cancer Progression” at PAMM/@EORTC Winter Meeting (13-15 February 2020) in Stockholm #PAMM2020  Register here: ;01/04/2022;Mehdi5;10;0;0;0
Don't miss the 5th St.Gallen International Gastrointestinal Cancer Conference from 19 – 21 March in St.Gallen/Switzerland (under the auspices of @EORTC) #Gastrointestinal #cancerresearch   Register now: ;01/02/2022;Noham5;0;0;0;0
@EORTC study published in @JCO_ASCO about the Molecular Evolution of IDH Wild-Type Glioblastomas Treated With Standard of Care Affects Survival and Design of Precision Medicine Trials #clinicaltrials #glioblastoma #braintumor  📰;01/01/2022;Julie7;0;0;0;0
Last days to submit your abstract to the 41st PAMM/EORTC Winter Meeting on 13-15 February 2020 in Stockholm #PAMM2020 @EORTC 📅Deadline is 13 December 2019📅  📄Submit your abstract here: ;01/04/2022;Nolan2012;0;0;0;0
@EORTC Study shows importance of Quality of Life scores as prognostic factors in cancer patients #QoL #qualityoflife #LeavingNoCancerPatientBehind  Read the full press release: ;01/03/2022;Mathis13;0;0;0;0
#Movember 2019 has ended.  The EORTC Moustache team did a great job and raised 1165 € !   Thank you to all the participants and donors for helping increase awareness and collecting money for cancer research 👍 ;01/04/2022;Thaïs2014;0;0;0;0
#Movember   Tomorrow is the last day you can donate to this great association!   Support @EORTC Moustache team's last kilometers and their last day with a moustache!   Support them and help cancer research: ;01/03/2022;Zoé11;0;0;0;0
🎓Join us for our 2 half-day GCP-Refresher trainings on Inspection Readiness and From Research Question to a GCP-conform Clinical Trial Protocol 👩‍🏫👩‍🔬👨‍🎓 🗓️When: 10 December 2019 🏙️Where: Brussels Register here➡️ ;01/02/2022;Yanis9;47;0;0;0
@ChristianRolfo  will be present at the 41st PAMM/EORTC Winter Meeting on 13-15 February 2020 in Stockholm #PAMM2020 @EORTC  📅Register here: ;01/01/2022;Charlotte;10;0;0;0
@madeline_pe @thereal_mvfm @cementino @Davsykaur Thank you @madeline_pe for your generous donation 😉;01/01/2022;Thibault2017;0;0;0;0
#Movember Last week to encourage the @EORTC Moustache team.  So far 955 € raised, help us go over 1000 €!   Check our team and donate 👇  ;01/03/2022;Charlotte2017;0;0;0;0
Equality, affordability and the high-quality utilisation of new treatments need intimate cross-links between research and care for precision medicine to become a paradigm with real impact, says Denis Lacombe @EORTC  🔎 ;01/01/2022;Maëlys2012;0;0;0;0
Why should you not forget to register to the 41st PAMM/EORTC Winter Meeting on 13-15 February 2020 in Stockholm?  Here is @AndrewWestwell, Board member of the EORTC-PAMM and invited chairman's answer: #PAMM2020 @EORTC   📅Register here: ;01/03/2022;Maxime2018;0;0;0;0
For #Movember Prof. @piet_ost gives a presentation on #ProstateCancer and Testicular cancer at @EORTC HQ  @uzgent ;01/02/2022;Noam2013;0;0;0;0
EORTC is looking for a Clinical Data Manager for its headquarters in Brussels. Interested? #jobs #clinicaltrials #cancerresearch   👉 Apply here: ;01/03/2022;Ismaël;0;0;0;0
@EORTC is looking for a Lead CRA (Clinical Research Associate) for its headquarters in Brussels. Interested? #jobs #clinicaltrials #cancerresearch   👉 Apply here: ;01/02/2022;Benjamin2010;0;0;0;0
Founded 42 years ago, the @EORTC Genito-Urinary Cancers Group has conducted over 100 clinical trials involving 23 739 patients with GU cancers  outcome of these trials have improved patient’s lives #Movember #cancerresearch #clinicaltrials ;01/03/2022;Sara7;0;0;0;0
@EORTC EORTC is looking for a Clinical Research Associate (CRA) for its headquarters in Brussels. Interested? #jobs #clinicaltrials #cancerresearch   👉 Apply here: ;01/02/2022;Léonie7;0;0;0;0
In the context of #Movember, Prof. Bertrand Tombal want to inform about the @EORTC 1333-GUCG PEACE III trial on #prostate cancer.   If each investigator participating to that trial is putting 2 patients on the trial, it may be finished very soon! ;01/02/2022;César5;0;0;0;0
Had a great discussion with @Winette_vdGraaf and @OlgaHusson on potential collaborations between @EORTC and @CUHKMedicine #CUHKSarcoma during #CTOS2019. Looking forward to working together! #collaborations #international #sarcoma ;01/01/2022;Alexis2011;0;0;0;0
Toasting the 2019 American #NobelPrize winners tonight! These remarkable individuals have pushed the boundaries of modern medicine for the benefit of all. #NIH has supported 160 researchers who have been sole or shared recipients of 94 Nobel Prizes. ;01/04/2022;Victoire2010;0;0;0;0
Cabozantinib shows encouraging activity in #GIST patients progressing to imatinib and sunitinib,this meeting the primary endpoint of the CaboGIST trial. Clinical benefit is observed in patients with various KIT/PDGFRA genetic background. @schoffski at #CTOS2019 ;01/02/2022;Eliott2015;0;0;0;0
Second relapse of retroperitoneal sarcoma @TARPSWG presentation by @WinanvanHoudt at #CTOS2019 No reason not to consider surgery taking the prognostic factors of this condition into account. ;01/03/2022;Adrien13;0;0;0;0
@EORTC ;01/03/2022;Mathis2018;0;0;0;0
@EORTC ;01/04/2022;Yann2014;0;0;15;0
Kit and NF driven GISTs responding to Cabozantinib. #CTOS2019 @schoffski @EORTC ;01/03/2022;Naïm5;0;0;0;0
GIST tumours: @schoffski presented EORTC 1317 CaboGIST  trial in CTOS meeting, Japan: primary endpoint met, disease control beyond 12 weeks in pts with KIT dependent mutational subsets and NF1-driven GIST;01/01/2022;Hugo2017;0;0;8;0
#EBCC12 Final call to submit your abstract for EBCC-12, 18-20 March 2020 in Barcelona. Closing date FRIDAY 15 Nov at 21:00CET ;01/03/2022;Lucie2018;74;0;0;0
Denis Lacombe @eortc #pharma is doing a good job but they bring data to the regulator to get the approval not to treat #patients. So there is this duo there and then there is a huge gap” #newdeal4meds #accesstomedicines ;01/05/2022;Élise5;27;0;0;0
#EBCC12 DEADLINE ALERT: Abstract Submission closes THIS FRIDAY 21:00CET.  ;01/02/2022;Ruben8;0;0;0;0
